日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,date
2023-10-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2132.85,,,0.0,0.0,5.0,,2023-10-12
2023-10-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2132.94,,,0.0,0.0,5.0,,2023-10-13
2023-10-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2134.45,,,0.0,0.0,5.0,,2023-10-16
2023-10-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2135.04,,,0.0,0.0,5.0,,2023-10-17
2023-10-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2135.12,,,0.0,0.0,5.0,,2023-10-18
2023-10-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2132.75,,,0.0,0.0,5.0,,2023-10-19
2023-10-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2133.46,,,0.0,0.0,5.0,,2023-10-20
2023-10-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2132.1,,,0.0,0.0,5.0,,2023-10-23
2023-10-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2131.89,,,0.0,0.0,5.0,,2023-10-24
2023-10-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2133.28,,,0.0,0.0,5.0,,2023-10-25
2023-10-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2135.1,,,0.0,0.0,5.0,,2023-10-26
2023-10-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2137.59,,,0.0,0.0,5.0,,2023-10-27
2023-10-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2139.59,,,0.0,0.0,5.0,,2023-10-30
2023-10-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2140.66,,,0.0,0.0,5.0,,2023-10-31
2023-11-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2140.42,,,0.0,0.0,5.0,,2023-11-01
2023-11-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2141.31,,,0.0,0.0,5.0,,2023-11-02
2023-11-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2142.5,,,0.0,0.0,5.0,,2023-11-03
2023-11-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2144.31,,,0.0,0.0,5.0,,2023-11-06
2023-11-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.69,,,0.0,0.0,5.0,,2023-11-07
2023-11-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.47,,,0.0,0.0,5.0,,2023-11-08
2023-11-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2142.78,,,0.0,0.0,5.0,,2023-11-09
2023-11-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.91,,,0.0,0.0,5.0,,2023-11-10
2023-11-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2144.41,,,0.0,0.0,5.0,,2023-11-13
2023-11-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.27,,,0.0,0.0,5.0,,2023-11-14
2023-11-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.35,,,0.0,0.0,5.0,,2023-11-15
2023-11-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2146.34,,,0.0,0.0,5.0,,2023-11-16
2023-11-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.58,,,0.0,0.0,5.0,,2023-11-17
2023-11-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2146.52,,,0.0,0.0,5.0,,2023-11-20
2023-11-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2146.65,,,0.0,0.0,5.0,,2023-11-21
2023-11-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2144.2,,,0.0,0.0,5.0,,2023-11-22
2023-11-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.66,,,0.0,0.0,5.0,,2023-11-23
2023-11-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2142.76,,,0.0,0.0,5.0,,2023-11-24
2023-11-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.24,,,0.0,0.0,5.0,,2023-11-27
2023-11-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2144.83,,,0.0,0.0,5.0,,2023-11-28
2023-11-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2144.84,,,0.0,0.0,5.0,,2023-11-29
2023-11-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.59,,,0.0,0.0,5.0,,2023-11-30
2023-12-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.93,,,0.0,0.0,5.0,,2023-12-01
2023-12-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.27,,,0.0,0.0,5.0,,2023-12-04
2023-12-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.17,,,0.0,0.0,5.0,,2023-12-05
2023-12-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.09,,,0.0,0.0,5.0,,2023-12-06
2023-12-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.13,,,0.0,0.0,5.0,,2023-12-07
2023-12-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2143.92,,,0.0,0.0,5.0,,2023-12-08
2023-12-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.59,,,0.0,0.0,5.0,,2023-12-11
2023-12-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.28,,,0.0,0.0,5.0,,2023-12-12
2023-12-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2145.03,,,0.0,0.0,5.0,,2023-12-13
2023-12-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.43,,,0.0,0.0,5.0,,2023-12-14
2023-12-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.74,,,0.0,0.0,5.0,,2023-12-15
2023-12-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.17,,,0.0,0.0,5.0,,2023-12-18
2023-12-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2148.39,,,0.0,0.0,5.0,,2023-12-19
2023-12-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2147.53,,,0.0,0.0,5.0,,2023-12-20
2023-12-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2149.42,,,0.0,0.0,5.0,,2023-12-21
2023-12-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2151.36,,,0.0,0.0,5.0,,2023-12-22
2023-12-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2153.79,,,0.0,0.0,5.0,,2023-12-25
2023-12-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2153.96,,,0.0,0.0,5.0,,2023-12-26
2023-12-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2156.14,,,0.0,0.0,5.0,,2023-12-27
2023-12-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2159.7,,,0.0,0.0,5.0,,2023-12-28
2023-12-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.97,,,0.0,0.0,5.0,,2023-12-29
2024-01-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.9,,,0.0,0.0,5.0,,2024-01-02
2024-01-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.43,,,0.0,0.0,5.0,,2024-01-03
2024-01-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2159.58,,,0.0,0.0,5.0,,2024-01-04
2024-01-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.68,,,0.0,0.0,5.0,,2024-01-05
2024-01-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2159.03,,,0.0,0.0,5.0,,2024-01-08
2024-01-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.75,,,0.0,0.0,5.0,,2024-01-09
2024-01-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.09,,,0.0,0.0,5.0,,2024-01-10
2024-01-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2161.33,,,0.0,0.0,5.0,,2024-01-11
2024-01-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.87,,,0.0,0.0,5.0,,2024-01-12
2024-01-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2161.76,,,0.0,0.0,5.0,,2024-01-15
2024-01-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2162.14,,,0.0,0.0,5.0,,2024-01-16
2024-01-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2158.99,,,0.0,0.0,5.0,,2024-01-17
2024-01-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2159.89,,,0.0,0.0,5.0,,2024-01-18
2024-01-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2161.33,,,0.0,0.0,5.0,,2024-01-19
2024-01-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2158.47,,,0.0,0.0,5.0,,2024-01-22
2024-01-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2160.15,,,0.0,0.0,5.0,,2024-01-23
2024-01-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2161.86,,,0.0,0.0,5.0,,2024-01-24
2024-01-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2165.73,,,0.0,0.0,5.0,,2024-01-25
2024-01-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2166.04,,,0.0,0.0,5.0,,2024-01-26
2024-01-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2165.67,,,0.0,0.0,5.0,,2024-01-29
2024-01-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2166.22,,,0.0,0.0,5.0,,2024-01-30
2024-01-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2166.15,,,0.0,0.0,5.0,,2024-01-31
2024-02-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2167.23,,,0.0,0.0,5.0,,2024-02-01
2024-02-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2165.82,,,0.0,0.0,5.0,,2024-02-02
2024-02-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2165.8,,,0.0,0.0,5.0,,2024-02-05
2024-02-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2169.86,,,0.0,0.0,5.0,,2024-02-06
2024-02-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2174.62,,,0.0,0.0,5.0,,2024-02-07
2024-02-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2176.04,,,0.0,0.0,5.0,,2024-02-08
2024-02-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2177.81,,,0.0,0.0,5.0,,2024-02-19
2024-02-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2179.11,,,0.0,0.0,5.0,,2024-02-20
2024-02-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2180.64,,,0.0,0.0,5.0,,2024-02-21
2024-02-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2182.93,,,0.0,0.0,5.0,,2024-02-22
2024-02-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2184.07,,,0.0,0.0,5.0,,2024-02-23
2024-02-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2185.08,,,0.0,0.0,5.0,,2024-02-26
2024-02-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2187.89,,,0.0,0.0,5.0,,2024-02-27
2024-02-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2186.69,,,0.0,0.0,5.0,,2024-02-28
2024-02-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2191.05,,,0.0,0.0,5.0,,2024-02-29
2024-03-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2190.66,,,0.0,0.0,5.0,,2024-03-01
2024-03-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2193.47,,,0.0,0.0,5.0,,2024-03-04
2024-03-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2196.17,,,0.0,0.0,5.0,,2024-03-05
2024-03-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2199.14,,,0.0,0.0,5.0,,2024-03-06
2024-03-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2200.53,,,0.0,0.0,5.0,,2024-03-07
2024-03-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2201.45,,,0.0,0.0,5.0,,2024-03-08
2024-03-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2203.37,,,0.0,0.0,5.0,,2024-03-11
2024-03-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2200.95,,,0.0,0.0,5.0,,2024-03-12
2024-03-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2199.21,,,0.0,0.0,5.0,,2024-03-13
2024-03-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2198.44,,,0.0,0.0,5.0,,2024-03-14
2024-03-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2199.96,,,0.0,0.0,5.0,,2024-03-15
2024-03-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2201.14,,,0.0,0.0,5.0,,2024-03-18
2024-03-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2202.0,,,0.0,0.0,5.0,,2024-03-19
2024-03-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2202.38,,,0.0,0.0,5.0,,2024-03-20
2024-03-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2205.48,,,0.0,0.0,5.0,,2024-03-21
2024-03-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2203.25,,,0.0,0.0,5.0,,2024-03-22
2024-03-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2202.55,,,0.0,0.0,5.0,,2024-03-25
2024-03-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2202.58,,,0.0,0.0,5.0,,2024-03-26
2024-03-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2202.47,,,0.0,0.0,5.0,,2024-03-27
2024-03-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2204.75,,,0.0,0.0,5.0,,2024-03-28
2024-03-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2208.98,,,0.0,0.0,5.0,,2024-03-29
2024-04-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2211.04,,,0.0,0.0,5.0,,2024-04-01
2024-04-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2211.55,,,0.0,0.0,5.0,,2024-04-02
2024-04-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2214.56,,,0.0,0.0,5.0,,2024-04-03
2024-04-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2218.68,,,0.0,0.0,5.0,,2024-04-08
2024-04-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2220.88,,,0.0,0.0,5.0,,2024-04-09
2024-04-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2221.08,,,0.0,0.0,5.0,,2024-04-10
2024-04-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2221.41,,,0.0,0.0,5.0,,2024-04-11
2024-04-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2227.85,,,0.0,0.0,5.0,,2024-04-12
2024-04-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2228.38,,,0.0,0.0,5.0,,2024-04-15
2024-04-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2228.3,,,0.0,0.0,5.0,,2024-04-16
2024-04-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2230.73,,,0.0,0.0,5.0,,2024-04-17
2024-04-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2232.33,,,0.0,0.0,5.0,,2024-04-18
2024-04-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2233.76,,,0.0,0.0,5.0,,2024-04-19
2024-04-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2232.4,,,0.0,0.0,5.0,,2024-04-22
2024-04-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2230.52,,,0.0,0.0,5.0,,2024-04-23
2024-04-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2230.86,,,0.0,0.0,5.0,,2024-04-24
2024-04-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2230.27,,,0.0,0.0,5.0,,2024-04-25
2024-04-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2230.95,,,0.0,0.0,5.0,,2024-04-26
2024-04-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2225.84,,,0.0,0.0,5.0,,2024-04-29
2024-04-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2226.37,,,0.0,0.0,5.0,,2024-04-30
2024-05-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2229.42,,,0.0,0.0,5.0,,2024-05-06
2024-05-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2232.62,,,0.0,0.0,5.0,,2024-05-07
2024-05-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2232.68,,,0.0,0.0,5.0,,2024-05-08
2024-05-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2232.74,,,0.0,0.0,5.0,,2024-05-09
2024-05-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2235.58,,,0.0,0.0,5.0,,2024-05-10
2024-05-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2235.97,,,0.0,0.0,5.0,,2024-05-13
2024-05-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2236.92,,,0.0,0.0,5.0,,2024-05-14
2024-05-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2237.63,,,0.0,0.0,5.0,,2024-05-15
2024-05-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2238.52,,,0.0,0.0,5.0,,2024-05-16
2024-05-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2238.77,,,0.0,0.0,5.0,,2024-05-17
2024-05-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2243.98,,,0.0,0.0,5.0,,2024-05-20
2024-05-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2242.74,,,0.0,0.0,5.0,,2024-05-22
2024-05-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2239.21,,,0.0,0.0,5.0,,2024-05-23
2024-05-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2239.15,,,0.0,0.0,5.0,,2024-05-27
2024-05-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2239.09,,,0.0,0.0,5.0,,2024-05-28
2024-05-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2241.13,,,0.0,0.0,5.0,,2024-05-29
2024-05-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2240.37,,,0.0,0.0,5.0,,2024-05-30
2024-05-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2240.95,,,0.0,0.0,5.0,,2024-05-31
2024-06-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2241.01,,,0.0,0.0,5.0,,2024-06-03
2024-06-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2243.99,,,0.0,0.0,5.0,,2024-06-04
2024-06-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2243.84,,,0.0,0.0,5.0,,2024-06-05
2024-06-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2246.17,,,0.0,0.0,5.0,,2024-06-06
2024-06-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2246.43,,,0.0,0.0,5.0,,2024-06-07
2024-06-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2242.91,,,0.0,0.0,5.0,,2024-06-11
2024-06-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2244.04,,,0.0,0.0,5.0,,2024-06-12
2024-06-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2243.94,,,0.0,0.0,5.0,,2024-06-13
2024-06-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2245.45,,,0.0,0.0,5.0,,2024-06-17
2024-06-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2246.42,,,0.0,0.0,5.0,,2024-06-18
2024-06-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2247.18,,,0.0,0.0,5.0,,2024-06-19
2024-06-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2248.12,,,0.0,0.0,5.0,,2024-06-20
2024-06-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2248.31,,,0.0,0.0,5.0,,2024-06-21
2024-06-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,2245.65,,,0.0,0.0,5.0,,2024-06-24
